gcc -o build/omp_psrs -fopenmp psrs/omp_psrs.c --std=c11 -lm
parallel tasks 2 cores
1000000, 2, 1, 0.278017
1000000, 2, 1, 0.267387
1000000, 2, 1, 0.267302
1000000, 2, 1, 0.277204
1000000, 2, 1, 0.276513
1000000, 2, 1, 0.278025
1000000, 2, 1, 0.276903
1000000, 2, 1, 0.278371
1000000, 2, 1, 0.264843
1000000, 2, 1, 0.262949
1000000, 2, 1, 0.247464
1000000, 2, 1, 0.229669
1000000, 2, 1, 0.232353
1000000, 2, 1, 0.264395
1000000, 2, 1, 0.267452
1000000, 2, 1, 0.278738
1000000, 2, 1, 0.273915
1000000, 2, 1, 0.273837
1000000, 2, 1, 0.274754
1000000, 2, 1, 0.272908
2000000, 2, 1, 0.569657
2000000, 2, 1, 0.563959
2000000, 2, 1, 0.585323
2000000, 2, 1, 0.576197
2000000, 2, 1, 0.579175
2000000, 2, 1, 0.574557
2000000, 2, 1, 0.580440
2000000, 2, 1, 0.576585
2000000, 2, 1, 0.577311
2000000, 2, 1, 0.582066
2000000, 2, 1, 0.557686
2000000, 2, 1, 0.553887
2000000, 2, 1, 0.559821
2000000, 2, 1, 0.561265
2000000, 2, 1, 0.559302
2000000, 2, 1, 0.561029
2000000, 2, 1, 0.561101
2000000, 2, 1, 0.560163
2000000, 2, 1, 0.582076
2000000, 2, 1, 0.561734
3000000, 2, 1, 0.871927
3000000, 2, 1, 0.894896
3000000, 2, 1, 0.894249
3000000, 2, 1, 0.873429
3000000, 2, 1, 0.879221
3000000, 2, 1, 0.781106
3000000, 2, 1, 0.853675
3000000, 2, 1, 0.855949
3000000, 2, 1, 0.856257
3000000, 2, 1, 0.854985
3000000, 2, 1, 0.853918
3000000, 2, 1, 0.855166
3000000, 2, 1, 0.878961
3000000, 2, 1, 0.872982
3000000, 2, 1, 0.865547
3000000, 2, 1, 0.878826
3000000, 2, 1, 0.880118
3000000, 2, 1, 0.882724
3000000, 2, 1, 0.882407
3000000, 2, 1, 0.880604
4000000, 2, 1, 1.200078
4000000, 2, 1, 1.207343
4000000, 2, 1, 1.199479
4000000, 2, 1, 1.198255
4000000, 2, 1, 1.202626
4000000, 2, 1, 1.202327
4000000, 2, 1, 1.201055
4000000, 2, 1, 1.199761
4000000, 2, 1, 1.194541
4000000, 2, 1, 1.211182
4000000, 2, 1, 1.209041
4000000, 2, 1, 1.191225
4000000, 2, 1, 1.183365
4000000, 2, 1, 1.192246
4000000, 2, 1, 1.021698
4000000, 2, 1, 1.184941
4000000, 2, 1, 1.211545
4000000, 2, 1, 1.179025
4000000, 2, 1, 1.202108
4000000, 2, 1, 1.217898
5000000, 2, 1, 1.534940
5000000, 2, 1, 1.521209
5000000, 2, 1, 1.535736
5000000, 2, 1, 1.527850
5000000, 2, 1, 1.530154
5000000, 2, 1, 1.533129
5000000, 2, 1, 1.504609
5000000, 2, 1, 1.488209
5000000, 2, 1, 1.477874
5000000, 2, 1, 1.441225
5000000, 2, 1, 1.497041
5000000, 2, 1, 1.478342
5000000, 2, 1, 1.479600
5000000, 2, 1, 1.527931
5000000, 2, 1, 1.518200
5000000, 2, 1, 1.517834
5000000, 2, 1, 1.499316
5000000, 2, 1, 1.518978
5000000, 2, 1, 1.520719
5000000, 2, 1, 1.519489
6000000, 2, 1, 1.862761
6000000, 2, 1, 1.788156
6000000, 2, 1, 1.736781
6000000, 2, 1, 1.774713
6000000, 2, 1, 1.776799
6000000, 2, 1, 1.768771
6000000, 2, 1, 1.738514
6000000, 2, 1, 1.751831
6000000, 2, 1, 1.773516
6000000, 2, 1, 1.774965
6000000, 2, 1, 1.771362
6000000, 2, 1, 1.773872
6000000, 2, 1, 1.773141
6000000, 2, 1, 1.847918
6000000, 2, 1, 1.845954
6000000, 2, 1, 1.842031
6000000, 2, 1, 1.847627
6000000, 2, 1, 1.849567
6000000, 2, 1, 1.832225
6000000, 2, 1, 1.845398
7000000, 2, 1, 2.147917
7000000, 2, 1, 2.167710
7000000, 2, 1, 2.177368
7000000, 2, 1, 2.177603
7000000, 2, 1, 2.178053
