mpicc -o build/mpi_qs qs/mpi_sort.c --std=c11
parallel mpi 8 cores
6000000, 8, 1 0.668797
6000000, 8, 1 0.655327
6000000, 8, 1 0.658917
6000000, 8, 1 0.656289
6000000, 8, 1 0.660767
6000000, 8, 1 0.686146
6000000, 8, 1 0.653059
6000000, 8, 1 0.691331
6000000, 8, 1 0.687658
6000000, 8, 1 0.698245
6000000, 8, 1 0.667004
6000000, 8, 1 0.667753
6000000, 8, 1 0.687657
7000000, 8, 1 0.790821
7000000, 8, 1 0.825180
7000000, 8, 1 0.816063
7000000, 8, 1 0.831968
7000000, 8, 1 0.772221
7000000, 8, 1 0.810872
7000000, 8, 1 0.823372
7000000, 8, 1 0.803504
7000000, 8, 1 0.805756
7000000, 8, 1 0.766087
7000000, 8, 1 0.782172
7000000, 8, 1 0.811645
7000000, 8, 1 0.816593
7000000, 8, 1 0.815922
7000000, 8, 1 0.820404
7000000, 8, 1 0.825985
7000000, 8, 1 0.808313
7000000, 8, 1 0.775120
7000000, 8, 1 0.816723
7000000, 8, 1 0.802762
8000000, 8, 1 0.926342
8000000, 8, 1 0.931873
8000000, 8, 1 0.896898
8000000, 8, 1 0.929752
8000000, 8, 1 0.942302
8000000, 8, 1 0.954996
8000000, 8, 1 0.878125
8000000, 8, 1 0.938670
8000000, 8, 1 0.941345
8000000, 8, 1 0.892095
8000000, 8, 1 0.888919
8000000, 8, 1 0.932671
8000000, 8, 1 0.933485
8000000, 8, 1 0.945607
8000000, 8, 1 0.891662
8000000, 8, 1 0.895999
8000000, 8, 1 0.931965
8000000, 8, 1 0.930438
8000000, 8, 1 0.929380
8000000, 8, 1 0.953831
9000000, 8, 1 1.074919
9000000, 8, 1 1.027526
9000000, 8, 1 1.071395
9000000, 8, 1 1.077543
9000000, 8, 1 1.068042
9000000, 8, 1 1.070122
9000000, 8, 1 1.024992
9000000, 8, 1 1.041113
9000000, 8, 1 1.017030
9000000, 8, 1 1.069927
9000000, 8, 1 1.077041
9000000, 8, 1 1.051283
9000000, 8, 1 1.074259
9000000, 8, 1 1.025930
9000000, 8, 1 1.058769
9000000, 8, 1 1.056515
9000000, 8, 1 1.048070
9000000, 8, 1 1.067817
9000000, 8, 1 1.074621
9000000, 8, 1 1.051234
10000000, 8, 1 1.153477
10000000, 8, 1 1.137472
10000000, 8, 1 1.150003
10000000, 8, 1 1.132711
10000000, 8, 1 1.182491
10000000, 8, 1 1.148950
10000000, 8, 1 1.148658
10000000, 8, 1 1.150118
10000000, 8, 1 1.116656
10000000, 8, 1 1.159964
10000000, 8, 1 1.147067
10000000, 8, 1 1.156581
10000000, 8, 1 1.150017
10000000, 8, 1 1.155870
10000000, 8, 1 1.163377
10000000, 8, 1 1.096236
10000000, 8, 1 1.182269
10000000, 8, 1 1.136316
10000000, 8, 1 1.150566
10000000, 8, 1 1.112713
1000, 8, 1 0.000531
1000, 8, 1 0.000428
1000, 8, 1 0.000569
1000, 8, 1 0.000451
1000, 8, 1 0.000584
1000, 8, 1 0.000467
1000, 8, 1 0.000481
1000, 8, 1 0.000525
1000, 8, 1 0.000514
1000, 8, 1 0.000432
1000, 8, 1 0.000461
1000, 8, 1 0.000582
1000, 8, 1 0.000603
1000, 8, 1 0.000452
1000, 8, 1 0.000505
1000, 8, 1 0.000514
1000, 8, 1 0.000515
1000, 8, 1 0.000439
1000, 8, 1 0.000449
1000, 8, 1 0.000456
10000, 8, 1 0.001529
10000, 8, 1 0.001340
10000, 8, 1 0.001654
10000, 8, 1 0.001289
10000, 8, 1 0.001294
10000, 8, 1 0.001280
10000, 8, 1 0.001393
10000, 8, 1 0.001609
10000, 8, 1 0.001427
10000, 8, 1 0.001334
10000, 8, 1 0.001840
10000, 8, 1 0.001294
10000, 8, 1 0.001511
10000, 8, 1 0.001367
10000, 8, 1 0.001263
10000, 8, 1 0.001480
10000, 8, 1 0.001276
10000, 8, 1 0.001356
10000, 8, 1 0.001292
10000, 8, 1 0.001396
100000, 8, 1 0.011201
100000, 8, 1 0.010994
100000, 8, 1 0.011140
100000, 8, 1 0.011177
100000, 8, 1 0.011119
100000, 8, 1 0.011026
100000, 8, 1 0.010886
100000, 8, 1 0.011025
100000, 8, 1 0.011355
100000, 8, 1 0.010947
100000, 8, 1 0.010999
100000, 8, 1 0.011155
100000, 8, 1 0.011130
100000, 8, 1 0.011438
100000, 8, 1 0.011240
100000, 8, 1 0.011089
100000, 8, 1 0.011173
100000, 8, 1 0.011393
100000, 8, 1 0.011271
100000, 8, 1 0.011312
1000000, 8, 1 0.116021
1000000, 8, 1 0.116970
1000000, 8, 1 0.114965
1000000, 8, 1 0.116987
1000000, 8, 1 0.116337
1000000, 8, 1 0.125360
1000000, 8, 1 0.116501
1000000, 8, 1 0.115548
1000000, 8, 1 0.115670
1000000, 8, 1 0.116865
1000000, 8, 1 0.115798
1000000, 8, 1 0.115865
1000000, 8, 1 0.119727
1000000, 8, 1 0.115341
1000000, 8, 1 0.115225
1000000, 8, 1 0.117213
1000000, 8, 1 0.117479
1000000, 8, 1 0.111760
1000000, 8, 1 0.115918
1000000, 8, 1 0.117653
10000000, 8, 1 1.155419
10000000, 8, 1 1.143476
10000000, 8, 1 1.151912
10000000, 8, 1 1.105270
10000000, 8, 1 1.226039
10000000, 8, 1 1.152417
10000000, 8, 1 1.144777
10000000, 8, 1 1.158487
10000000, 8, 1 1.166386
10000000, 8, 1 1.122162
10000000, 8, 1 1.155611
10000000, 8, 1 1.157487
10000000, 8, 1 1.152222
10000000, 8, 1 1.159188
10000000, 8, 1 1.183950
10000000, 8, 1 1.147963
10000000, 8, 1 1.150896
10000000, 8, 1 1.141399
10000000, 8, 1 1.176385
10000000, 8, 1 1.130744
100000000, 8, 1 12.356823
100000000, 8, 1 12.360662
100000000, 8, 1 12.546385
100000000, 8, 1 12.128684
100000000, 8, 1 12.071025
100000000, 8, 1 12.167838
100000000, 8, 1 12.511870
100000000, 8, 1 12.478247
100000000, 8, 1 12.500785
100000000, 8, 1 12.000167
100000000, 8, 1 12.045674
100000000, 8, 1 12.055018
100000000, 8, 1 12.153268
100000000, 8, 1 12.165389
100000000, 8, 1 12.042328
100000000, 8, 1 12.392648
100000000, 8, 1 12.095559
100000000, 8, 1 12.261984
100000000, 8, 1 12.259052
100000000, 8, 1 12.445608
