1000000, 8, 1, 0.143721
1000000, 8, 1, 0.155677
1000000, 8, 1, 0.155680
1000000, 8, 1, 0.157194
1000000, 8, 1, 0.144299
1000000, 8, 1, 0.142923
1000000, 8, 1, 0.156969
1000000, 8, 1, 0.143895
1000000, 8, 1, 0.156791
1000000, 8, 1, 0.160160
1000000, 8, 1, 0.158152
1000000, 8, 1, 0.156061
1000000, 8, 1, 0.156354
1000000, 8, 1, 0.155490
1000000, 8, 1, 0.156996
1000000, 8, 1, 0.158045
1000000, 8, 1, 0.155456
1000000, 8, 1, 0.155678
1000000, 8, 1, 0.148080
1000000, 8, 1, 0.155935
2000000, 8, 1, 0.299938
2000000, 8, 1, 0.318913
2000000, 8, 1, 0.316402
2000000, 8, 1, 0.322512
2000000, 8, 1, 0.298183
2000000, 8, 1, 0.317141
2000000, 8, 1, 0.299507
2000000, 8, 1, 0.318417
2000000, 8, 1, 0.315090
2000000, 8, 1, 0.299166
2000000, 8, 1, 0.324462
2000000, 8, 1, 0.321239
2000000, 8, 1, 0.321692
2000000, 8, 1, 0.319344
2000000, 8, 1, 0.320556
2000000, 8, 1, 0.320254
2000000, 8, 1, 0.319198
2000000, 8, 1, 0.319404
2000000, 8, 1, 0.322314
2000000, 8, 1, 0.321913
3000000, 8, 1, 0.476630
3000000, 8, 1, 0.477985
3000000, 8, 1, 0.477607
3000000, 8, 1, 0.470896
3000000, 8, 1, 0.476978
3000000, 8, 1, 0.451244
3000000, 8, 1, 0.442093
3000000, 8, 1, 0.474443
3000000, 8, 1, 0.476217
3000000, 8, 1, 0.445405
3000000, 8, 1, 0.481864
3000000, 8, 1, 0.475477
3000000, 8, 1, 0.473917
3000000, 8, 1, 0.476158
3000000, 8, 1, 0.475433
3000000, 8, 1, 0.477589
3000000, 8, 1, 0.481444
3000000, 8, 1, 0.481767
3000000, 8, 1, 0.445322
3000000, 8, 1, 0.475692
4000000, 8, 1, 0.645447
4000000, 8, 1, 0.643331
4000000, 8, 1, 0.643954
4000000, 8, 1, 0.648308
4000000, 8, 1, 0.610913
4000000, 8, 1, 0.599309
4000000, 8, 1, 0.599751
4000000, 8, 1, 0.639851
4000000, 8, 1, 0.597644
4000000, 8, 1, 0.649175
4000000, 8, 1, 0.642318
4000000, 8, 1, 0.639903
4000000, 8, 1, 0.644469
4000000, 8, 1, 0.653386
4000000, 8, 1, 0.598686
4000000, 8, 1, 0.600654
4000000, 8, 1, 0.635971
4000000, 8, 1, 0.642771
4000000, 8, 1, 0.642373
4000000, 8, 1, 0.644024
5000000, 8, 1, 0.808108
5000000, 8, 1, 0.797312
5000000, 8, 1, 0.804974
5000000, 8, 1, 0.807966
5000000, 8, 1, 0.805611
5000000, 8, 1, 0.808425
5000000, 8, 1, 0.805529
5000000, 8, 1, 0.806649
5000000, 8, 1, 0.800075
5000000, 8, 1, 0.806658
5000000, 8, 1, 0.806135
5000000, 8, 1, 0.807964
5000000, 8, 1, 0.804725
5000000, 8, 1, 0.806574
5000000, 8, 1, 0.805838
5000000, 8, 1, 0.806167
5000000, 8, 1, 0.814031
5000000, 8, 1, 0.805919
5000000, 8, 1, 0.817137
5000000, 8, 1, 0.812589
6000000, 8, 1, 0.900780
6000000, 8, 1, 0.906387
