g++ -o build/omp_qs -fopenmp qs/main.cpp --std=c++11
parallel tasks 8 cores
1000000, 8, 1 0.132012
1000000, 8, 1 0.135218
1000000, 8, 1 0.133155
1000000, 8, 1 0.132739
1000000, 8, 1 0.130617
1000000, 8, 1 0.132677
1000000, 8, 1 0.132855
1000000, 8, 1 0.135852
1000000, 8, 1 0.135333
1000000, 8, 1 0.135025
1000000, 8, 1 0.135082
1000000, 8, 1 0.134173
1000000, 8, 1 0.134359
1000000, 8, 1 0.132826
1000000, 8, 1 0.142991
1000000, 8, 1 0.134803
1000000, 8, 1 0.139655
1000000, 8, 1 0.133208
1000000, 8, 1 0.132377
1000000, 8, 1 0.133005
2000000, 8, 1 0.260865
2000000, 8, 1 0.265459
2000000, 8, 1 0.260755
2000000, 8, 1 0.268928
2000000, 8, 1 0.262405
2000000, 8, 1 0.266043
2000000, 8, 1 0.256741
2000000, 8, 1 0.252077
2000000, 8, 1 0.255883
2000000, 8, 1 0.252682
2000000, 8, 1 0.255010
2000000, 8, 1 0.259258
2000000, 8, 1 0.260402
2000000, 8, 1 0.253321
2000000, 8, 1 0.263486
2000000, 8, 1 0.263289
2000000, 8, 1 0.253232
2000000, 8, 1 0.253397
2000000, 8, 1 0.251492
2000000, 8, 1 0.257084
3000000, 8, 1 0.393206
3000000, 8, 1 0.393015
3000000, 8, 1 0.381228
3000000, 8, 1 0.382671
3000000, 8, 1 0.388313
3000000, 8, 1 0.387620
3000000, 8, 1 0.395950
3000000, 8, 1 0.395942
3000000, 8, 1 0.394474
3000000, 8, 1 0.397841
3000000, 8, 1 0.392427
3000000, 8, 1 0.392761
3000000, 8, 1 0.399275
3000000, 8, 1 0.391947
3000000, 8, 1 0.394550
3000000, 8, 1 0.388901
3000000, 8, 1 0.388820
3000000, 8, 1 0.386480
3000000, 8, 1 0.392663
3000000, 8, 1 0.396499
4000000, 8, 1 0.519549
4000000, 8, 1 0.511171
4000000, 8, 1 0.517313
4000000, 8, 1 0.510837
4000000, 8, 1 0.518465
4000000, 8, 1 0.520997
4000000, 8, 1 0.526526
4000000, 8, 1 0.522088
4000000, 8, 1 0.515951
4000000, 8, 1 0.519233
4000000, 8, 1 0.515356
4000000, 8, 1 0.521990
4000000, 8, 1 0.522633
4000000, 8, 1 0.522173
4000000, 8, 1 0.526318
4000000, 8, 1 0.522810
4000000, 8, 1 0.529517
4000000, 8, 1 0.527135
4000000, 8, 1 0.522978
4000000, 8, 1 0.529107
5000000, 8, 1 0.689030
5000000, 8, 1 0.675528
5000000, 8, 1 0.690730
5000000, 8, 1 0.671523
5000000, 8, 1 0.666172
5000000, 8, 1 0.691317
5000000, 8, 1 0.667814
5000000, 8, 1 0.671001
5000000, 8, 1 0.685024
5000000, 8, 1 0.668772
5000000, 8, 1 0.669874
5000000, 8, 1 0.666129
5000000, 8, 1 0.670391
5000000, 8, 1 0.662344
5000000, 8, 1 0.666721
5000000, 8, 1 0.667770
5000000, 8, 1 0.650850
5000000, 8, 1 0.653016
5000000, 8, 1 0.655628
5000000, 8, 1 0.663629
6000000, 8, 1 0.814124
6000000, 8, 1 0.801304
6000000, 8, 1 0.812162
6000000, 8, 1 0.793038
6000000, 8, 1 0.813831
6000000, 8, 1 0.805062
6000000, 8, 1 0.804289
6000000, 8, 1 0.809997
6000000, 8, 1 0.804382
6000000, 8, 1 0.789775
6000000, 8, 1 0.815974
6000000, 8, 1 0.818966
6000000, 8, 1 0.820642
6000000, 8, 1 0.820815
6000000, 8, 1 0.824105
6000000, 8, 1 0.811219
6000000, 8, 1 0.816502
6000000, 8, 1 0.804664
6000000, 8, 1 0.806844
6000000, 8, 1 0.805093
7000000, 8, 1 0.922499
7000000, 8, 1 0.931399
7000000, 8, 1 0.926236
7000000, 8, 1 0.934464
7000000, 8, 1 0.933686
7000000, 8, 1 0.934347
7000000, 8, 1 0.938635
7000000, 8, 1 0.939137
7000000, 8, 1 0.931794
7000000, 8, 1 0.933636
7000000, 8, 1 0.935253
7000000, 8, 1 0.939063
7000000, 8, 1 0.937782
7000000, 8, 1 0.938955
7000000, 8, 1 0.932339
7000000, 8, 1 0.942964
7000000, 8, 1 0.929249
7000000, 8, 1 0.941706
7000000, 8, 1 0.931007
7000000, 8, 1 0.931215
8000000, 8, 1 1.072010
8000000, 8, 1 1.074281
8000000, 8, 1 1.047228
8000000, 8, 1 1.065831
8000000, 8, 1 1.094383
8000000, 8, 1 1.082798
8000000, 8, 1 1.085528
8000000, 8, 1 1.079998
8000000, 8, 1 1.085410
8000000, 8, 1 1.090946
8000000, 8, 1 1.083604
8000000, 8, 1 1.081024
8000000, 8, 1 1.086717
8000000, 8, 1 1.081156
8000000, 8, 1 1.096230
8000000, 8, 1 1.081804
8000000, 8, 1 1.081427
8000000, 8, 1 1.090447
8000000, 8, 1 1.091358
8000000, 8, 1 1.085540
9000000, 8, 1 1.269985
9000000, 8, 1 1.275575
9000000, 8, 1 1.269789
9000000, 8, 1 1.272075
9000000, 8, 1 1.281420
9000000, 8, 1 1.258867
9000000, 8, 1 1.232447
9000000, 8, 1 1.248706
9000000, 8, 1 1.232607
9000000, 8, 1 1.222122
9000000, 8, 1 1.241786
9000000, 8, 1 1.254159
9000000, 8, 1 1.221733
9000000, 8, 1 1.252345
9000000, 8, 1 1.227710
9000000, 8, 1 1.224236
9000000, 8, 1 1.189458
9000000, 8, 1 1.259008
9000000, 8, 1 1.269131
9000000, 8, 1 1.257301
10000000, 8, 1 1.342724
10000000, 8, 1 1.352006
10000000, 8, 1 1.362950
10000000, 8, 1 1.342563
10000000, 8, 1 1.357776
10000000, 8, 1 1.361054
10000000, 8, 1 1.341720
10000000, 8, 1 1.348486
10000000, 8, 1 1.335208
10000000, 8, 1 1.344242
10000000, 8, 1 1.354922
10000000, 8, 1 1.346111
10000000, 8, 1 1.363249
10000000, 8, 1 1.333588
10000000, 8, 1 1.370708
10000000, 8, 1 1.354652
10000000, 8, 1 1.370140
10000000, 8, 1 1.375778
10000000, 8, 1 1.343667
10000000, 8, 1 1.384011
1000, 8, 1 0.000986
1000, 8, 1 0.000665
1000, 8, 1 0.000663
1000, 8, 1 0.000673
1000, 8, 1 0.000669
1000, 8, 1 0.000633
1000, 8, 1 0.000682
1000, 8, 1 0.000527
1000, 8, 1 0.000628
1000, 8, 1 0.000712
1000, 8, 1 0.000777
1000, 8, 1 0.000900
1000, 8, 1 0.000740
1000, 8, 1 0.000738
1000, 8, 1 0.000616
1000, 8, 1 0.000674
1000, 8, 1 0.001796
1000, 8, 1 0.001482
1000, 8, 1 0.000640
1000, 8, 1 0.000667
10000, 8, 1 0.002226
10000, 8, 1 0.002413
10000, 8, 1 0.002036
10000, 8, 1 0.002747
10000, 8, 1 0.002344
10000, 8, 1 0.002234
10000, 8, 1 0.002396
10000, 8, 1 0.002257
10000, 8, 1 0.002682
10000, 8, 1 0.002460
10000, 8, 1 0.002089
10000, 8, 1 0.002121
10000, 8, 1 0.002285
10000, 8, 1 0.002252
10000, 8, 1 0.002351
10000, 8, 1 0.002056
10000, 8, 1 0.002297
10000, 8, 1 0.002490
10000, 8, 1 0.002325
10000, 8, 1 0.002534
100000, 8, 1 0.018613
100000, 8, 1 0.016525
100000, 8, 1 0.019135
100000, 8, 1 0.019153
100000, 8, 1 0.018673
100000, 8, 1 0.019114
100000, 8, 1 0.018600
100000, 8, 1 0.018178
100000, 8, 1 0.016642
100000, 8, 1 0.018503
100000, 8, 1 0.019136
100000, 8, 1 0.018808
100000, 8, 1 0.018681
100000, 8, 1 0.018968
100000, 8, 1 0.018862
100000, 8, 1 0.016261
100000, 8, 1 0.018572
100000, 8, 1 0.018078
100000, 8, 1 0.019047
100000, 8, 1 0.018637
1000000, 8, 1 0.134274
1000000, 8, 1 0.132228
1000000, 8, 1 0.142076
1000000, 8, 1 0.144256
1000000, 8, 1 0.136947
1000000, 8, 1 0.137172
1000000, 8, 1 0.134899
1000000, 8, 1 0.130814
1000000, 8, 1 0.134025
1000000, 8, 1 0.139364
1000000, 8, 1 0.136592
1000000, 8, 1 0.136290
1000000, 8, 1 0.133140
1000000, 8, 1 0.136898
1000000, 8, 1 0.132471
1000000, 8, 1 0.135173
1000000, 8, 1 0.136125
1000000, 8, 1 0.137185
1000000, 8, 1 0.136384
1000000, 8, 1 0.142111
10000000, 8, 1 1.374391
10000000, 8, 1 1.359830
10000000, 8, 1 1.360306
10000000, 8, 1 1.351053
10000000, 8, 1 1.370121
10000000, 8, 1 1.364978
10000000, 8, 1 1.365972
10000000, 8, 1 1.396156
10000000, 8, 1 1.353941
10000000, 8, 1 1.358766
